% inputNoiseProbability: 0.1
% numNoisyOutputColumns: 0
% outputNoiseProbability: 0.1
% generator type: class toolkit.SyntheticDataGenerator$LimitedOutputsGenerator
% maxOutputVectorsPerInput: 3
% resultRows: 2000
% Number of inputs before adding noise (numInputsVectors): 20
% numOutputVectors = 20
% numInputVectors: 20
@RELATION 'synthetic: -c -8 '

@ATTRIBUTE x1	{a, b, c, d}
@ATTRIBUTE x2	{a, b, c, d}
@ATTRIBUTE x3	{a, b, c, d}
@ATTRIBUTE class1	{e, f, g, h}
@ATTRIBUTE class2	{e, f, g, h}
@ATTRIBUTE class3	{e, f, g, h}
@ATTRIBUTE class4	{e, f, g, h}
@ATTRIBUTE class5	{e, f, g, h}
@ATTRIBUTE class6	{e, f, g, h}
@ATTRIBUTE class7	{e, f, g, h}
@ATTRIBUTE class8	{e, f, g, h}

@DATA
d,a,a,e,e,e,e,e,e,f,g
b,a,d,h,e,e,f,g,h,g,f
a,d,d,h,f,e,f,g,h,g,f
b,d,a,h,e,h,f,g,h,g,f
c,b,d,f,e,h,h,g,e,f,e
a,d,d,h,e,e,f,f,h,g,f
c,a,a,h,g,g,e,g,h,e,e
d,d,c,g,h,e,h,h,g,e,f
b,a,a,g,h,h,h,f,f,e,h
d,d,a,h,e,e,f,g,h,h,f
a,d,a,e,e,e,g,e,h,f,g
b,b,a,h,h,h,h,e,f,e,h
a,d,c,h,h,h,h,f,f,e,h
c,d,d,g,e,h,h,g,h,h,f
b,d,a,h,e,e,f,g,h,f,f
c,a,c,g,g,g,h,g,g,f,g
c,d,a,h,e,e,f,g,h,f,e
b,b,c,e,e,h,f,e,h,g,h
b,a,a,f,e,h,h,g,e,f,f
c,b,b,e,e,e,e,e,e,f,f
a,a,d,h,e,e,f,f,h,g,f
b,b,b,f,e,e,h,h,e,g,f
b,b,b,e,e,e,e,e,f,f,f
a,b,d,h,g,g,f,g,h,e,e
c,c,c,g,g,f,h,h,f,h,g
b,c,c,e,e,e,g,e,h,f,h
c,b,c,f,e,e,f,e,e,f,f
b,b,c,g,h,g,f,f,h,f,g
b,c,c,e,e,e,f,e,e,f,f
b,b,c,g,h,g,f,f,h,f,g
a,a,d,h,h,e,f,g,h,g,f
a,b,b,g,g,f,f,e,f,e,e
b,b,a,h,h,h,h,f,f,e,h
a,b,d,e,h,h,h,f,f,e,e
a,d,a,e,e,h,g,e,h,f,h
c,a,a,h,g,g,f,g,g,h,e
b,a,a,f,e,h,h,h,e,f,e
a,a,d,h,e,e,g,h,h,g,f
a,a,d,g,h,e,f,g,h,g,f
d,a,a,e,e,e,e,e,e,f,f
b,c,c,e,e,e,e,e,f,f,f
a,d,b,g,e,g,h,g,h,h,f
a,a,d,h,e,e,f,g,e,g,f
b,a,d,f,e,h,h,g,e,f,h
b,a,a,e,h,h,h,f,g,e,h
b,d,d,g,e,g,h,g,h,h,f
a,b,a,h,g,g,f,g,h,h,e
a,a,d,h,e,e,f,g,h,g,f
a,c,b,f,f,g,h,f,g,f,e
a,b,d,h,g,g,f,g,h,e,e
b,a,a,h,h,h,h,f,f,e,h
d,a,a,e,e,e,e,e,h,f,f
d,a,a,e,e,e,e,e,f,f,e
a,a,d,h,h,f,e,g,h,g,f
c,a,a,f,e,h,h,g,e,f,e
a,b,d,h,g,g,e,h,h,f,h
a,d,a,e,e,h,g,e,h,f,h
b,a,a,g,h,h,e,f,f,e,h
a,c,b,e,g,f,f,f,f,e,f
d,d,d,g,h,e,h,h,h,e,f
a,c,b,h,g,f,e,f,f,e,f
a,d,c,g,h,e,h,h,h,h,f
b,b,b,e,e,e,e,e,e,f,f
c,a,a,h,g,g,f,g,h,e,e
c,d,d,g,e,e,h,h,h,h,f
a,c,b,g,h,g,f,f,h,f,g
a,a,d,h,e,e,f,g,h,f,f
a,c,b,g,h,g,g,g,h,f,g
c,a,b,g,g,f,h,h,g,g,g
a,d,c,g,g,e,h,h,e,e,f
a,b,b,h,e,e,g,g,f,f,e
d,a,b,e,e,h,e,e,e,f,e
a,d,a,e,e,h,g,e,h,f,h
a,d,c,h,g,h,h,f,f,e,h
b,b,a,h,h,h,h,f,e,h,h
a,a,d,h,e,e,f,g,h,g,f
b,a,a,h,h,h,h,f,f,e,h
b,d,a,f,e,h,h,g,e,f,e
a,d,c,g,h,e,h,h,h,e,f
a,c,b,g,h,g,f,g,h,f,g
a,a,d,h,e,e,g,f,h,g,f
b,c,c,e,e,e,e,e,e,f,f
b,b,b,e,e,e,h,g,g,e,e
b,b,c,g,e,h,h,g,h,h,f
c,d,d,g,e,h,h,g,g,h,f
a,d,b,g,h,h,h,g,h,h,f
a,a,d,h,e,e,f,g,h,g,f
c,c,c,e,e,e,e,e,f,f,f
a,a,d,h,e,e,f,g,h,g,f
c,a,a,g,g,e,h,h,g,g,g
d,a,a,e,e,e,e,f,e,f,f
a,c,b,g,e,g,f,g,g,f,g
c,a,c,g,h,g,f,g,h,f,g
d,a,a,e,e,e,e,e,e,e,f
c,b,a,g,g,g,h,g,g,f,g
b,c,c,e,h,e,e,e,e,f,f
c,a,d,f,e,h,h,g,e,f,e
b,a,a,h,h,h,h,e,f,e,h
a,b,d,h,e,e,f,g,h,g,f
d,d,d,g,h,e,e,f,h,g,g
a,d,a,e,e,h,g,e,h,f,h
d,a,a,e,e,e,e,e,e,f,f
a,a,d,h,e,e,f,g,h,g,f
c,a,d,g,g,g,h,g,g,f,g
a,c,b,f,f,g,h,f,g,e,e
b,b,c,e,e,e,g,e,h,f,h
b,b,b,e,e,e,e,e,e,f,f
b,c,c,g,e,h,h,g,h,h,f
b,d,d,g,e,h,h,g,h,h,f
a,d,c,g,h,e,e,h,h,e,f
d,a,a,e,e,e,e,e,e,f,f
b,b,c,e,e,h,g,e,h,f,h
b,b,b,e,e,e,g,g,g,f,e
c,c,c,e,e,h,g,e,h,f,h
a,b,d,h,e,e,f,g,h,g,f
a,a,d,h,e,h,f,g,h,g,f
b,a,a,h,h,h,h,f,f,e,h
d,a,a,g,g,g,h,g,g,f,g
b,b,c,g,h,f,f,g,h,f,g
c,a,c,g,g,f,h,h,f,f,g
c,d,a,h,e,e,g,g,h,g,f
a,c,b,h,h,g,f,g,h,f,g
a,a,b,e,h,h,g,e,h,f,h
b,a,a,h,h,h,h,f,f,e,h
c,d,d,g,e,h,g,g,g,h,f
c,a,d,g,g,f,h,h,g,g,g
c,d,a,h,e,e,f,g,h,g,f
b,b,c,e,e,h,g,e,h,g,h
a,d,a,f,e,h,h,g,h,h,f
b,b,b,e,e,e,g,g,g,g,e
b,b,c,g,e,h,h,g,h,h,f
c,a,c,g,g,f,h,h,g,g,g
c,c,c,g,f,f,h,g,g,f,g
b,b,a,h,h,h,h,f,f,h,h
a,d,b,g,e,h,h,g,e,h,f
a,d,b,g,e,h,g,g,e,h,f
b,a,a,f,f,h,h,g,e,f,e
b,a,d,h,h,h,h,f,f,e,h
c,a,d,g,g,g,h,g,g,f,g
b,c,c,e,e,e,e,e,e,f,f
c,c,c,e,h,e,e,e,h,f,f
a,a,b,g,h,h,h,g,h,h,f
b,b,b,e,e,e,g,g,g,f,e
c,d,a,h,e,f,f,g,g,g,e
b,b,c,e,e,e,f,e,h,f,h
a,c,b,f,f,g,h,f,g,f,e
d,d,d,f,f,e,f,e,g,e,f
d,d,d,f,f,e,f,e,g,h,f
b,a,a,f,e,h,h,g,e,f,e
a,a,c,h,e,e,f,g,h,g,f
c,a,a,h,h,e,f,g,h,g,f
b,a,d,h,e,e,f,g,h,g,f
b,b,c,g,e,g,h,g,h,h,f
b,a,a,h,h,h,h,f,f,e,h
b,b,b,g,g,g,h,h,g,g,f
c,a,c,g,g,f,h,h,g,g,g
a,c,b,g,h,f,f,g,e,f,g
c,c,c,g,g,e,h,e,g,g,h
c,d,d,g,e,h,h,g,h,h,f
c,a,d,g,g,g,h,g,h,f,g
a,c,d,h,h,h,h,e,f,e,h
c,a,d,g,g,g,h,g,g,f,g
c,d,a,h,e,e,f,g,h,g,f
c,d,d,g,e,h,g,f,h,g,f
b,a,a,h,e,h,h,f,g,e,h
c,b,b,g,g,f,h,h,g,g,f
d,a,d,h,e,e,f,g,h,g,f
c,a,a,g,g,f,h,h,g,h,g
c,d,a,h,e,h,f,g,h,f,f
a,a,d,e,e,e,e,h,h,g,f
c,a,a,h,g,g,f,g,h,e,e
c,a,d,f,e,h,h,g,e,e,h
d,d,d,g,h,e,h,h,h,e,f
a,d,c,g,e,h,h,g,h,h,f
c,c,c,g,g,f,h,h,g,h,g
c,a,d,f,e,h,h,g,e,f,e
a,a,d,h,e,e,g,g,h,g,f
d,a,a,e,f,e,e,e,e,f,f
d,a,a,e,e,h,e,e,e,f,f
a,a,d,h,e,e,f,g,g,g,e
c,a,a,h,g,g,f,g,h,e,e
c,a,d,f,e,h,h,g,e,f,e
d,d,c,h,e,h,f,g,h,g,f
c,a,c,g,g,e,h,h,h,g,g
b,c,c,e,e,h,g,f,h,f,h
d,c,c,f,f,g,h,f,h,f,e
a,d,c,g,e,h,e,g,h,h,f
a,a,d,h,e,e,e,g,g,g,f
a,a,d,h,e,e,f,g,h,g,f
c,a,c,g,h,g,f,g,h,f,g
c,a,c,g,h,g,f,h,g,g,g
a,c,b,g,e,g,f,g,h,g,g
c,b,d,g,g,g,h,g,g,f,f
a,b,d,h,g,g,f,g,e,e,e
c,a,a,g,g,f,h,h,g,g,g
c,d,c,g,e,g,h,g,h,e,f
a,a,d,h,e,e,f,g,h,g,g
a,a,d,h,e,e,f,g,h,g,f
b,a,a,f,e,h,h,f,e,f,e
a,b,d,e,e,e,f,g,h,g,f
b,b,c,g,h,g,f,g,h,f,g
c,d,d,h,e,e,f,g,h,g,f
a,c,d,e,e,h,g,e,h,f,h
a,a,d,h,e,e,f,f,h,g,f
b,a,a,h,h,h,h,f,f,e,h
c,c,b,h,e,e,f,g,h,g,f
c,c,c,h,f,f,e,e,e,f,f
c,d,a,h,e,e,f,g,h,g,f
b,b,b,e,e,e,e,e,h,f,e
c,d,a,h,e,e,f,f,h,g,g
b,b,c,g,e,h,h,g,g,h,f
d,a,a,e,e,h,e,e,e,g,f
b,c,c,e,e,h,h,e,h,f,h
b,a,a,h,h,h,h,f,f,e,h
d,a,c,g,g,f,h,h,g,g,g
c,d,a,h,e,e,f,g,h,g,f
c,a,d,h,g,g,h,g,h,f,g
c,a,c,g,g,f,h,h,g,g,g
c,a,a,e,g,g,f,g,g,e,e
c,d,d,g,e,h,h,g,h,h,f
a,a,d,h,e,e,g,g,h,h,g
c,b,c,g,e,h,e,g,e,h,f
c,a,c,g,g,f,h,g,g,g,g
b,b,b,h,e,e,e,e,e,f,f
a,d,d,h,e,e,g,f,h,g,f
a,b,d,h,g,g,f,g,h,e,e
a,d,b,g,e,h,g,g,h,h,f
b,b,b,e,e,e,e,e,e,f,f
b,c,c,f,e,h,g,e,h,f,h
b,a,a,f,e,h,h,g,e,f,h
a,c,b,f,f,g,h,f,g,f,e
c,b,a,h,f,g,f,g,h,e,f
a,d,a,e,e,h,g,e,h,f,h
b,d,d,e,e,e,h,e,e,f,f
c,d,d,g,e,h,h,g,h,h,f
b,c,c,f,f,g,h,f,g,f,e
b,c,c,f,f,g,h,f,g,e,e
c,a,d,h,g,g,f,g,h,e,e
c,d,d,g,e,h,g,g,h,e,f
b,c,c,e,e,e,e,e,e,f,f
b,a,d,f,e,h,h,g,e,f,e
b,c,c,f,f,f,h,f,g,e,e
b,b,b,e,e,e,g,g,g,f,e
d,a,c,g,h,g,f,g,h,f,g
c,a,d,f,e,h,h,g,e,f,e
a,d,b,h,h,e,e,f,f,h,g
b,c,c,e,e,e,e,e,e,f,f
a,d,b,h,h,e,e,e,f,h,g
b,b,b,e,e,e,e,e,e,f,f
a,d,c,g,h,e,h,h,h,e,f
b,b,b,e,e,e,g,g,h,f,e
a,a,d,h,e,f,f,g,h,g,f
b,a,a,h,e,h,h,f,f,e,g
b,a,a,f,e,h,h,h,e,f,e
b,a,a,h,h,h,h,g,f,e,g
a,a,a,f,e,h,g,h,h,f,e
b,b,b,e,h,e,g,g,f,f,e
a,c,a,f,f,g,h,f,g,f,e
c,a,c,g,h,g,f,g,h,f,g
b,a,c,e,e,e,g,e,h,f,h
b,b,c,g,h,g,f,g,h,f,g
d,b,a,e,e,e,e,e,e,g,f
b,a,a,e,e,h,h,g,e,f,e
a,d,b,g,e,h,h,g,h,h,f
c,a,a,h,g,g,f,g,h,e,f
a,d,a,e,e,h,f,e,h,f,h
a,b,c,h,g,g,g,g,h,e,h
a,b,b,e,h,e,e,e,e,f,f
c,c,c,e,h,e,e,e,e,f,f
b,c,c,e,e,h,g,e,h,f,h
d,d,a,h,e,e,f,g,h,g,f
c,a,d,e,e,h,h,g,f,f,e
b,b,b,h,e,e,g,g,g,f,e
a,a,d,g,e,h,f,g,h,g,f
a,b,b,f,f,f,h,f,g,g,e
a,a,a,e,e,e,e,e,e,f,e
d,d,a,h,e,e,f,g,h,g,f
a,b,d,h,g,g,f,g,h,e,e
a,d,b,h,h,e,e,e,f,g,g
c,a,a,f,f,g,h,f,g,f,e
d,a,a,e,e,e,e,e,e,f,f
d,a,c,g,h,g,f,g,h,f,g
d,d,a,h,e,f,f,f,h,g,f
d,d,d,g,h,e,e,f,h,g,g
b,b,c,e,e,e,f,g,g,f,e
c,a,c,g,g,f,h,g,g,g,g
d,b,a,h,g,g,e,g,h,e,e
b,d,a,h,h,g,h,e,f,e,h
a,c,d,h,g,g,f,g,h,e,e
c,a,d,f,e,h,g,g,e,f,e
b,a,d,f,e,h,h,g,f,f,e
b,b,c,g,h,g,g,g,e,f,h
d,d,d,g,h,e,h,f,h,g,h
b,b,c,g,e,h,h,g,h,h,f
b,a,a,f,e,h,h,g,e,f,e
d,a,a,e,e,e,e,e,e,f,f
a,c,b,f,f,g,h,f,g,f,e
b,b,c,f,f,e,h,f,h,h,e
a,c,b,f,f,g,h,f,g,f,h
b,a,a,f,e,e,h,g,e,f,e
a,c,b,f,e,g,h,f,g,f,e
a,d,a,e,e,h,g,e,h,f,h
d,a,a,e,e,e,e,e,e,f,f
c,c,c,e,e,e,e,e,e,f,f
c,a,d,f,e,h,h,g,e,f,e
c,c,c,g,g,f,h,h,g,g,g
c,a,c,g,g,f,h,h,h,g,g
b,b,c,g,h,g,f,g,h,f,g
b,a,a,h,g,h,h,f,f,e,h
d,d,d,h,e,e,f,g,h,g,g
a,d,b,h,h,e,e,e,e,h,g
a,a,d,h,e,e,f,g,h,g,f
a,a,a,f,e,h,h,g,e,f,e
b,b,a,g,h,h,h,f,f,e,h
a,a,a,h,e,e,f,g,h,g,f
c,a,c,g,g,g,h,h,g,g,f
c,c,c,e,e,h,g,e,h,f,h
a,d,d,h,e,e,e,g,h,g,f
a,d,b,g,e,h,h,g,h,h,f
c,a,d,g,e,h,h,g,h,h,f
a,a,d,h,e,e,f,g,h,g,f
a,d,c,g,h,e,h,h,h,e,f
a,b,d,h,g,g,f,g,h,h,e
a,b,d,h,g,g,f,g,h,e,e
a,d,a,e,e,h,g,e,h,f,h
a,a,a,g,e,h,h,f,f,e,g
a,d,c,h,h,h,h,f,e,e,h
d,a,a,e,e,h,e,e,e,f,g
d,a,a,e,e,e,e,e,e,f,f
d,a,a,e,e,e,e,e,e,f,f
b,a,a,h,h,h,e,f,f,e,h
d,a,a,e,e,e,h,h,e,f,f
a,a,d,h,e,e,f,g,h,g,f
d,d,a,g,h,e,h,h,h,e,f
b,b,a,h,e,h,h,f,f,e,h
a,b,d,g,g,f,f,g,h,e,h
d,a,d,h,e,e,f,g,h,g,f
a,a,d,g,e,e,e,g,h,g,f
a,d,b,g,e,h,h,g,h,h,f
c,a,a,e,e,e,e,e,e,f,f
a,d,b,e,e,h,g,e,e,g,h
a,d,a,e,h,h,g,e,h,g,h
a,a,b,g,e,h,h,g,h,h,f
b,b,b,e,e,e,g,g,g,f,e
c,c,c,g,g,f,h,h,g,g,g
c,d,d,g,e,h,h,g,h,h,f
b,b,a,h,h,g,h,f,f,e,g
b,a,a,h,h,h,h,f,f,e,h
c,c,c,e,e,h,g,e,h,f,h
b,a,a,h,h,h,h,e,f,e,h
a,a,a,h,e,e,f,g,h,g,f
b,b,b,e,e,e,e,e,e,f,f
b,b,b,e,e,e,g,g,g,e,e
b,a,a,h,g,g,f,g,h,e,e
b,a,a,h,h,h,h,f,e,e,h
b,b,b,e,e,f,g,g,g,f,e
c,c,c,e,e,g,g,h,h,f,h
a,b,d,h,g,g,f,g,h,e,e
a,d,c,h,h,f,e,e,f,h,g
a,d,c,g,e,e,h,h,h,h,f
b,b,c,g,e,h,h,g,h,h,f
c,d,d,g,e,h,h,g,h,h,f
b,b,d,h,g,g,f,g,h,e,e
b,a,a,h,h,h,h,f,f,e,h
b,b,c,g,h,g,g,f,h,f,g
c,c,b,e,e,e,e,e,e,f,f
b,c,c,e,e,h,g,f,h,f,h
d,a,a,e,e,f,e,f,f,f,f
c,c,c,g,g,f,h,h,g,g,g
b,a,a,h,h,h,h,f,f,e,h
b,b,b,e,e,e,e,e,e,f,f
b,b,c,e,f,h,g,e,h,f,h
b,a,a,f,e,h,h,g,e,f,e
a,d,c,g,e,h,h,g,h,h,f
c,a,d,g,g,g,h,g,g,f,g
a,a,d,h,e,e,f,g,h,g,f
a,a,d,h,e,e,e,g,h,g,f
c,a,b,g,g,f,h,h,g,g,h
b,c,c,h,e,e,e,e,e,f,f
c,a,a,g,f,f,h,h,g,g,g
c,a,a,h,g,h,f,g,e,e,e
d,a,d,f,f,e,e,e,g,e,f
b,b,b,e,e,e,e,h,e,f,f
d,a,d,h,e,e,f,g,h,g,e
a,d,b,h,h,e,e,f,f,h,g
a,d,a,e,e,h,g,f,h,f,h
a,d,d,g,h,e,f,f,h,h,g
b,a,c,h,g,f,h,h,g,g,g
c,a,d,g,h,g,g,g,e,e,g
a,a,d,h,e,f,f,g,h,g,f
a,b,d,h,g,g,g,g,h,h,f
a,d,a,e,e,h,f,e,g,f,h
c,d,a,h,e,e,f,g,h,g,f
c,a,a,g,g,f,h,h,g,g,h
a,b,d,h,h,h,e,f,f,e,h
a,d,c,g,e,h,h,g,h,h,f
c,a,a,g,g,f,h,h,h,g,g
d,a,a,e,e,h,e,e,e,f,f
c,a,a,h,g,f,f,g,h,e,e
a,c,a,e,e,h,g,e,h,f,h
b,a,a,h,h,h,h,g,f,e,h
c,a,a,h,g,g,f,g,h,e,h
a,a,a,e,e,h,g,e,h,f,h
b,a,c,g,g,g,e,h,g,g,g
a,d,a,e,e,h,g,e,e,f,h
d,d,d,g,h,e,h,h,h,e,f
a,a,d,h,e,e,f,g,h,g,f
b,a,a,h,g,h,g,f,f,e,h
a,c,b,f,f,g,h,f,g,f,e
b,d,d,g,e,h,h,g,h,e,f
c,d,a,g,e,h,h,g,h,e,f
b,a,a,h,h,h,h,f,f,e,h
b,b,d,g,g,g,h,g,g,f,g
a,b,d,h,f,e,f,g,h,g,f
a,b,d,h,e,e,f,g,h,g,f
c,d,d,g,e,h,h,g,h,h,f
b,c,c,e,f,g,h,f,g,f,f
c,a,c,g,g,f,h,h,f,g,f
b,a,a,f,f,h,h,g,e,f,e
a,d,b,f,h,h,h,g,h,h,f
a,c,b,g,e,h,h,g,h,g,f
a,c,b,g,h,g,f,g,h,e,g
a,d,a,e,e,h,g,e,h,f,h
c,a,a,g,g,f,h,h,g,g,h
b,c,c,e,e,h,g,e,e,f,h
b,b,c,g,e,h,h,g,h,h,f
c,d,d,f,e,h,h,g,f,f,e
a,c,b,g,h,g,g,g,h,f,g
b,b,b,e,e,e,g,g,g,f,e
a,d,c,g,f,h,h,g,h,h,f
d,a,d,g,g,f,h,g,g,f,g
b,c,c,e,e,e,e,e,e,g,f
a,d,a,e,e,g,g,f,h,f,h
c,d,d,g,e,h,h,g,h,h,f
a,b,d,h,g,g,f,h,h,e,h
d,a,a,e,g,g,f,g,h,e,e
c,d,d,g,e,h,h,g,h,h,f
a,d,a,e,e,h,g,e,g,e,h
a,d,a,e,e,h,g,e,h,f,e
c,d,a,h,e,e,f,g,h,h,f
b,b,c,e,e,h,g,e,h,f,h
c,b,c,g,h,g,f,g,e,f,g
b,b,b,e,e,e,e,e,e,f,f
d,a,a,e,e,e,h,e,e,f,f
b,c,c,e,e,h,g,e,h,f,h
b,b,c,e,e,h,g,e,h,f,h
c,d,a,h,e,e,f,g,h,g,f
c,d,d,g,e,g,h,g,h,h,f
b,a,a,f,h,h,h,g,f,f,e
a,c,b,h,g,g,f,f,f,e,f
c,c,c,e,f,e,f,e,e,e,f
a,b,b,e,e,e,g,g,g,e,e
b,a,d,h,h,h,h,f,f,e,h
c,d,d,g,e,h,h,g,h,h,f
b,b,c,e,e,h,g,e,h,f,h
b,b,b,e,e,e,g,g,g,g,e
d,c,b,f,f,g,h,f,g,f,e
a,a,d,h,e,e,f,g,h,h,f
c,a,d,f,e,e,h,g,e,f,e
a,d,b,h,h,e,f,e,f,h,g
a,d,a,h,e,g,g,e,h,f,e
c,d,d,g,e,h,h,g,h,h,f
a,a,d,h,e,f,g,g,h,g,f
c,a,d,g,g,g,h,g,g,f,g
a,a,d,e,e,e,e,g,h,h,f
a,c,c,g,e,h,h,g,h,h,f
a,d,c,h,h,h,h,f,f,e,h
b,d,a,f,e,h,h,f,e,f,e
a,a,d,h,e,e,f,g,h,g,f
b,b,c,e,e,e,g,e,h,f,h
d,d,d,f,h,e,e,f,h,g,g
b,a,d,h,e,h,g,f,f,e,h
a,d,c,h,g,h,h,f,f,e,h
c,d,a,h,e,e,f,g,h,g,f
b,b,b,e,e,e,e,e,f,f,f
d,a,d,g,h,e,e,f,h,g,g
c,d,a,e,e,e,f,g,h,g,e
b,a,a,h,h,h,e,f,f,e,h
b,a,a,h,h,h,h,f,f,e,h
b,a,a,h,e,h,h,f,f,e,h
c,a,a,g,g,f,h,h,g,g,g
a,d,d,h,e,e,f,g,h,g,f
b,b,c,g,e,h,h,g,h,h,f
a,c,b,g,h,g,f,g,h,f,g
b,c,c,f,f,f,h,f,g,f,f
c,c,c,g,g,f,h,h,g,g,g
a,d,a,e,h,h,g,f,e,f,h
c,c,b,f,f,g,h,f,g,f,e
c,c,c,e,e,g,g,e,h,f,g
b,b,b,e,h,e,f,g,g,f,e
c,a,a,e,e,e,e,e,e,f,f
b,d,a,h,e,e,g,g,h,g,f
b,b,c,h,e,h,h,g,e,h,f
a,c,a,h,g,f,f,e,f,e,f
a,c,b,f,f,h,h,f,g,f,e
a,d,b,h,h,e,e,e,f,h,g
d,a,a,e,e,e,e,e,e,f,f
a,c,a,h,g,f,f,f,f,e,f
c,a,c,h,g,f,h,h,g,g,g
b,b,c,g,e,h,h,g,h,h,f
a,a,d,h,e,e,f,f,h,g,f
b,a,a,h,e,h,h,f,f,e,h
c,a,c,g,h,g,f,g,h,g,g
a,d,c,g,h,e,h,h,h,e,f
a,d,a,f,e,h,g,e,h,f,h
c,a,d,f,e,h,h,g,e,f,e
c,a,a,g,g,f,h,h,g,g,g
c,d,d,g,e,h,h,g,h,g,f
a,b,d,h,g,g,f,g,h,e,e
a,d,c,h,h,h,h,f,f,e,h
b,b,a,h,h,h,h,f,f,f,h
c,a,c,g,g,g,h,g,h,f,h
a,a,c,g,e,g,h,g,h,g,f
a,a,a,g,e,e,g,h,h,g,f
c,c,c,e,e,h,f,e,h,f,h
a,c,b,f,f,g,h,f,g,f,e
a,a,d,h,h,e,f,g,h,g,f
c,c,c,g,g,f,h,h,g,g,g
b,c,c,f,f,g,h,f,g,f,e
c,a,a,g,h,g,e,g,g,f,g
b,b,b,e,e,e,g,g,g,f,e
d,c,b,g,h,g,f,g,h,f,f
a,c,b,e,f,g,g,f,g,f,f
a,d,b,h,h,e,h,e,f,h,g
a,c,b,h,g,f,f,f,f,h,f
a,a,a,h,g,g,h,g,f,e,h
a,b,c,g,g,g,f,g,e,e,e
c,d,a,h,h,f,f,g,h,g,f
a,b,d,h,g,g,f,g,h,e,e
c,a,c,f,g,f,h,h,g,g,g
a,d,c,h,h,h,e,f,f,e,g
a,a,d,h,h,e,f,g,e,g,f
b,a,d,h,h,h,h,f,f,e,h
b,a,a,h,h,h,h,f,f,e,h
d,d,d,f,f,e,f,e,g,h,f
a,a,d,e,e,e,g,g,h,g,f
c,d,d,g,e,h,h,g,h,h,f
b,a,a,h,g,h,h,f,f,e,h
c,d,a,h,h,e,f,g,h,g,f
b,b,c,e,e,e,e,e,e,f,f
d,d,d,g,h,e,e,f,h,g,g
c,a,d,f,e,h,h,g,e,f,e
a,d,c,g,e,h,h,g,h,h,f
d,d,a,e,e,e,f,e,e,f,f
c,a,c,g,g,f,h,h,g,g,g
b,a,a,f,e,h,h,g,f,f,e
b,c,b,e,e,e,g,g,g,f,e
a,d,a,e,e,h,h,e,h,f,h
c,d,d,g,h,h,h,g,h,h,f
a,a,d,h,g,g,f,g,h,e,e
d,d,d,g,h,e,e,f,h,g,g
a,a,c,h,e,e,f,f,h,g,f
b,b,b,e,e,e,e,e,e,f,g
a,a,d,h,e,e,f,g,h,g,f
a,b,d,h,e,e,f,g,h,g,g
a,b,d,h,g,g,f,g,h,e,e
a,a,b,h,h,h,h,g,f,e,h
a,a,a,f,e,e,f,e,e,f,f
a,a,a,h,e,h,g,e,h,f,h
a,d,b,g,e,g,h,g,h,h,f
b,b,c,g,e,h,h,g,h,h,f
