% inputNoiseProbability: 0.1
% numNoisyOutputColumns: 0
% outputNoiseProbability: 0.1
% generator type: class toolkit.SyntheticDataGenerator$LimitedOutputsGenerator
% maxOutputVectorsPerInput: 3
% resultRows: 2000
% Number of inputs before adding noise (numInputsVectors): 20
% numOutputVectors = 20
% numInputVectors: 20
@RELATION 'synthetic: -c -8 '

@ATTRIBUTE x1	{a, b, c, d}
@ATTRIBUTE x2	{a, b, c, d}
@ATTRIBUTE x3	{a, b, c, d}
@ATTRIBUTE class1	{e, f, g, h, i, j, k, l}
@ATTRIBUTE class2	{e, f, g, h, i, j, k, l}
@ATTRIBUTE class3	{e, f, g, h, i, j, k, l}
@ATTRIBUTE class4	{e, f, g, h, i, j, k, l}
@ATTRIBUTE class5	{e, f, g, h, i, j, k, l}
@ATTRIBUTE class6	{e, f, g, h, i, j, k, l}
@ATTRIBUTE class7	{e, f, g, h, i, j, k, l}
@ATTRIBUTE class8	{e, f, g, h, i, j, k, l}

@DATA
c,a,b,l,g,g,k,e,k,k,k
c,d,c,l,l,j,h,j,e,h,h
b,b,a,f,e,e,h,g,i,e,f
a,b,b,i,l,j,g,f,h,f,h
b,b,b,l,l,j,h,j,l,h,i
b,a,d,e,g,i,e,g,i,k,g
b,a,a,g,h,i,h,f,i,k,l
c,a,b,l,g,g,k,e,k,k,k
c,d,b,h,j,e,k,l,j,k,j
c,c,a,h,h,e,k,f,h,f,i
c,a,d,e,g,i,l,g,i,k,g
b,d,b,g,j,e,k,l,j,k,j
c,d,c,l,l,j,h,j,e,h,h
d,a,a,h,j,e,k,l,j,k,j
b,d,b,h,j,e,k,l,j,k,j
a,b,a,f,e,e,h,g,i,e,f
b,a,b,h,h,e,k,f,h,e,i
c,c,a,l,e,f,j,l,i,h,l
b,d,c,l,l,j,h,j,e,g,h
b,d,c,h,j,e,k,e,j,k,j
b,a,d,l,l,f,j,l,h,h,l
b,a,b,h,h,f,k,f,h,e,i
b,a,d,e,g,h,l,g,i,k,h
a,c,a,f,e,e,h,g,i,l,e
b,a,b,g,h,e,k,f,h,l,i
d,d,b,h,j,e,k,l,j,k,j
c,c,a,k,h,f,i,k,h,g,i
d,c,a,f,e,e,h,f,i,e,f
d,d,b,i,l,j,g,f,h,e,h
a,d,b,f,e,e,h,g,i,e,f
b,c,d,f,e,e,h,g,i,l,f
d,d,b,i,e,k,e,h,l,e,j
d,c,b,f,e,e,i,g,i,e,f
d,a,a,f,g,j,e,i,e,l,j
d,a,a,f,g,j,e,i,e,l,j
c,b,b,l,l,j,g,k,e,i,h
b,c,c,e,g,g,k,e,k,k,k
d,c,b,h,j,e,l,l,j,k,j
d,d,a,f,i,h,f,e,l,j,l
b,a,d,e,g,i,l,g,i,k,g
c,c,a,h,h,e,k,f,h,f,i
b,c,d,f,i,h,f,e,l,j,l
c,a,b,e,g,g,j,e,k,k,k
b,d,c,l,l,j,h,j,e,h,h
b,c,b,f,e,l,h,g,i,e,f
d,b,d,h,f,j,i,e,k,i,k
c,c,c,e,g,g,j,l,k,k,k
c,b,b,l,l,j,h,j,e,h,h
b,b,a,f,e,e,h,g,i,e,f
b,a,d,e,g,j,l,g,i,k,g
b,c,b,f,e,e,h,g,i,e,e
c,d,c,e,l,j,h,j,e,h,h
b,d,b,h,g,e,k,f,h,e,i
a,b,b,i,l,j,g,f,h,l,h
d,d,b,h,j,e,k,l,j,k,j
c,c,a,h,h,e,k,f,h,e,j
c,a,b,e,g,g,k,e,k,j,k
b,a,a,g,h,i,h,f,i,k,l
b,a,d,e,g,i,l,g,i,k,g
d,a,b,h,j,e,k,e,j,k,j
b,b,d,l,e,f,j,l,i,h,l
b,d,c,l,l,j,h,j,e,h,h
b,d,d,l,e,f,j,l,i,h,l
c,a,d,l,e,f,i,l,i,h,e
b,a,a,g,h,h,h,f,i,k,l
b,b,a,f,e,e,h,g,i,e,f
d,d,b,h,j,e,k,e,j,k,j
d,c,b,f,e,e,h,g,i,e,f
b,c,c,f,i,g,f,e,l,j,l
d,c,d,f,j,h,f,e,l,j,l
d,b,a,h,f,j,i,e,k,h,k
d,d,b,i,e,j,e,h,l,e,j
d,c,a,f,i,h,f,e,l,j,l
c,c,a,l,e,g,j,e,i,h,l
b,d,c,f,e,e,h,f,i,e,f
a,a,a,f,e,e,h,g,i,e,f
b,a,b,h,j,e,k,l,j,j,j
a,b,b,i,l,j,g,f,h,e,h
b,d,b,h,j,e,k,l,j,k,j
a,b,b,i,l,j,g,f,h,e,h
d,c,a,f,i,h,f,e,k,j,l
b,b,b,f,e,e,h,g,i,e,f
b,a,d,l,e,f,j,l,i,h,l
a,b,b,i,e,j,g,f,h,e,h
c,b,b,l,l,k,h,j,e,h,h
a,b,b,i,l,j,g,f,h,e,h
c,d,c,l,l,j,h,j,e,h,h
a,b,b,i,l,j,g,f,h,e,h
b,a,a,g,h,i,h,f,i,k,l
c,c,a,g,h,f,k,f,h,e,i
d,c,c,f,e,e,h,g,i,e,g
a,d,b,h,j,e,k,l,j,k,j
d,b,a,h,h,e,k,f,h,e,i
c,a,b,h,g,e,k,f,h,f,i
d,b,a,h,f,i,i,e,k,i,k
b,a,d,l,e,f,j,l,i,h,l
b,a,d,f,h,i,h,g,i,k,l
d,c,a,f,e,e,h,g,i,l,e
c,a,c,l,e,f,j,l,i,h,l
d,a,b,i,l,j,g,f,h,f,h
b,c,c,f,e,e,h,g,i,e,f
c,a,a,h,h,e,k,f,h,e,i
a,b,b,i,l,j,h,f,h,e,h
b,c,c,f,e,f,h,g,i,e,f
c,a,b,h,h,l,k,f,h,e,i
c,a,b,h,h,e,k,g,h,e,i
b,b,b,l,l,j,h,j,e,h,h
d,b,a,f,e,e,h,g,i,l,f
b,c,d,f,e,e,h,g,j,e,f
d,c,a,l,e,f,j,l,i,h,l
b,d,c,h,j,e,k,l,j,k,j
d,c,d,f,e,e,h,g,j,e,f
c,a,b,h,h,e,k,f,h,e,i
b,a,a,g,i,i,h,f,i,k,l
d,c,a,h,h,e,k,f,h,e,i
d,b,a,h,f,j,i,e,k,h,k
c,c,a,h,h,e,k,f,h,e,i
d,d,b,h,j,f,k,l,j,j,j
b,a,d,e,g,i,l,g,i,k,g
d,c,b,f,f,e,h,f,j,e,f
c,a,b,h,h,e,k,e,h,e,i
d,d,b,i,e,k,e,h,l,e,j
a,b,b,i,l,j,g,f,h,e,h
d,d,b,h,j,e,k,l,j,k,j
a,b,b,i,l,i,g,f,h,e,i
b,a,b,h,h,e,k,f,h,e,i
b,a,d,e,g,i,l,g,i,k,h
b,d,b,i,l,h,l,f,e,l,l
b,a,a,l,e,e,j,l,h,h,l
d,c,a,f,e,e,h,h,i,e,f
d,c,a,g,e,e,h,g,i,e,e
a,a,a,g,h,i,i,f,i,k,e
c,c,a,l,e,f,j,l,i,h,l
b,d,b,i,l,h,l,f,e,l,l
a,d,a,f,e,e,h,g,i,e,f
c,b,b,l,l,j,h,j,e,h,h
c,a,d,l,e,f,j,l,i,h,l
a,b,b,i,l,j,g,f,h,e,h
d,d,b,h,j,e,k,l,i,j,j
b,a,a,g,h,i,h,e,i,k,l
c,b,b,l,e,j,h,j,e,h,h
d,d,b,h,j,e,k,l,j,k,j
d,b,a,h,g,j,h,e,k,i,k
c,c,a,h,h,l,k,f,h,e,h
d,c,b,i,l,j,g,f,g,e,h
b,d,b,h,j,e,l,l,k,k,j
b,a,d,e,g,h,l,g,i,k,g
b,a,a,g,g,i,h,f,i,k,l
b,a,a,g,h,i,h,f,i,k,l
b,a,d,l,e,f,j,k,i,h,l
c,b,b,l,l,j,h,i,e,h,h
a,b,b,i,k,i,g,f,h,e,h
c,c,d,h,i,e,l,f,h,e,i
d,c,a,f,i,h,f,e,l,k,l
d,a,a,h,f,j,h,e,k,i,k
b,b,a,f,e,e,h,g,i,e,f
b,a,d,e,g,i,l,g,i,k,h
b,a,a,g,h,i,h,f,i,k,l
a,d,b,i,e,k,e,i,l,e,j
a,c,b,f,e,f,h,f,i,e,f
d,b,a,h,h,e,k,g,h,e,i
a,b,c,i,l,j,f,f,h,e,h
c,d,c,l,l,j,i,j,e,h,h
b,a,d,l,e,f,j,l,i,h,l
d,b,a,f,g,j,e,i,e,l,j
b,a,a,g,h,i,h,f,i,k,l
b,b,a,f,e,e,h,g,h,e,f
b,c,c,f,l,e,h,g,i,f,f
c,c,c,f,e,e,h,g,i,e,f
b,a,a,g,h,i,h,f,i,k,l
b,a,d,l,e,g,j,l,i,h,l
a,a,a,g,g,i,h,f,i,j,l
b,c,c,e,g,g,k,f,k,k,k
d,c,b,l,l,j,h,j,e,h,h
d,c,b,l,l,j,h,j,e,h,h
b,d,d,l,h,i,e,g,h,k,g
d,c,a,f,e,e,g,g,i,e,f
b,d,b,h,j,e,k,l,j,k,j
a,b,b,h,l,j,g,e,h,e,h
a,b,b,i,l,j,g,f,h,e,h
b,a,a,f,h,i,i,e,j,k,l
c,c,c,f,l,e,h,f,i,e,f
c,c,c,f,e,e,h,h,i,e,f
c,c,a,k,h,f,i,k,h,g,i
d,c,b,l,l,j,h,j,f,h,h
a,c,b,f,e,e,h,g,i,l,f
d,b,b,f,e,e,h,h,i,l,f
d,d,b,h,j,e,l,l,j,k,j
d,c,a,f,e,e,h,g,i,e,f
c,c,b,f,e,l,h,g,j,e,f
c,a,d,e,g,i,l,h,i,k,g
d,d,b,i,e,k,e,h,l,e,j
b,d,b,i,l,g,l,f,e,l,l
c,c,b,l,l,j,h,j,e,h,h
c,d,d,l,e,f,j,l,i,h,l
a,b,b,i,e,j,g,f,h,f,h
b,c,c,f,l,e,g,g,i,e,f
b,a,a,l,g,i,l,g,i,k,g
b,b,a,f,e,e,g,g,i,e,f
b,c,c,f,e,e,h,g,i,e,f
c,d,c,l,l,j,h,j,e,h,g
b,a,d,l,g,i,l,g,i,k,g
b,a,c,e,g,i,l,h,i,k,g
d,d,b,h,j,l,k,l,j,k,j
a,b,b,j,l,j,g,f,g,e,h
c,a,a,l,e,j,h,j,e,h,g
b,a,b,h,j,e,k,l,j,k,k
d,d,b,h,j,f,k,l,j,k,j
d,c,a,f,i,h,f,e,l,j,l
b,a,b,h,h,e,l,f,h,e,i
d,d,b,h,j,e,k,e,j,k,j
d,c,b,g,e,e,h,g,i,e,f
c,c,a,h,i,e,k,f,h,e,i
d,c,a,g,e,e,h,g,i,e,f
b,a,d,l,e,f,j,l,i,h,l
b,a,b,h,h,e,l,f,g,e,i
c,d,c,l,l,j,h,j,e,h,h
c,c,a,h,h,e,k,f,h,e,i
c,d,c,l,k,j,h,j,e,h,h
b,a,b,h,g,e,k,f,h,e,i
c,c,d,f,j,i,f,e,e,j,l
c,c,a,l,e,f,j,l,j,h,l
b,c,b,f,e,e,h,g,i,e,f
a,b,a,e,e,f,h,g,i,e,f
b,a,b,i,j,e,k,l,j,k,j
b,a,b,h,h,e,k,f,h,e,i
c,c,a,l,e,f,j,l,i,h,l
b,a,d,e,g,i,l,g,i,k,g
d,c,b,f,e,e,h,g,h,e,f
c,b,b,l,l,j,i,j,e,h,h
d,b,a,f,g,j,e,i,e,k,j
c,d,c,f,i,h,f,e,l,j,l
d,b,a,f,g,j,e,h,l,l,j
d,d,a,i,e,k,l,h,l,e,j
b,a,d,l,e,f,j,l,i,h,l
d,c,b,g,e,e,h,g,h,e,f
c,b,b,l,l,j,i,j,e,h,h
b,c,b,f,i,h,g,e,l,j,l
c,d,c,l,l,j,h,j,e,h,h
c,b,a,l,e,f,j,l,i,h,l
b,b,a,f,e,e,h,g,i,e,f
b,a,d,l,e,f,j,l,i,h,k
c,d,c,l,l,j,h,j,l,h,h
c,a,b,e,g,g,j,l,k,k,k
b,a,d,l,e,f,j,e,i,h,l
c,a,b,h,h,e,k,e,g,e,i
d,c,b,e,e,e,h,f,i,f,f
d,d,b,h,j,e,k,e,j,k,j
c,b,c,e,g,g,k,e,k,l,k
b,a,d,l,e,f,j,l,i,h,k
a,b,a,f,e,e,h,g,i,e,e
a,b,b,i,l,j,g,f,h,e,h
d,d,c,h,j,e,k,l,j,k,j
b,b,a,f,e,e,h,h,i,e,f
b,d,b,h,k,e,l,l,j,k,j
c,a,b,h,h,e,k,f,h,e,h
d,d,b,h,j,e,k,l,j,k,j
d,c,b,f,e,e,h,g,i,l,f
c,d,c,l,l,j,h,i,l,h,h
b,a,d,l,e,f,j,l,i,h,l
b,d,b,h,j,e,k,l,j,k,j
c,a,a,f,h,i,h,f,i,k,l
d,b,b,i,l,j,h,f,h,e,h
b,c,c,f,e,e,h,g,i,e,f
b,a,b,h,h,e,k,f,h,e,i
d,c,a,k,h,g,i,k,h,g,i
a,b,c,i,l,j,g,f,h,e,h
b,a,a,g,h,i,h,f,i,k,l
d,c,a,f,e,e,h,g,i,e,f
d,d,b,h,j,e,k,e,j,k,j
b,c,d,e,e,e,h,g,i,e,f
b,a,d,e,g,i,l,g,i,k,g
b,a,d,l,e,f,j,l,i,h,l
d,b,a,f,g,j,e,i,e,l,j
b,a,b,h,j,e,k,l,j,k,i
b,c,c,f,e,e,h,g,i,e,f
b,a,a,g,h,h,h,g,i,l,l
c,b,a,l,l,j,h,j,e,h,h
d,c,a,f,f,e,h,g,i,e,f
c,a,b,l,g,g,k,e,k,l,j
b,a,d,e,g,i,l,f,i,k,g
b,a,b,h,j,e,k,l,j,k,j
d,b,a,g,g,j,e,i,e,l,j
d,d,b,i,e,k,e,h,l,f,j
b,b,a,f,e,e,h,g,i,e,f
d,d,b,i,l,j,g,f,h,e,h
b,d,b,i,l,h,l,f,e,l,l
b,a,a,g,h,i,h,f,i,k,l
a,b,a,f,g,j,e,i,e,l,j
d,c,a,f,e,e,h,g,i,e,f
b,c,c,f,i,h,f,l,e,j,l
b,c,c,e,g,h,l,e,k,l,k
d,d,a,f,e,e,h,g,h,e,g
c,a,b,h,h,e,l,f,h,e,i
b,a,d,e,g,i,l,g,i,k,g
d,c,b,g,e,e,h,g,i,e,f
a,b,b,j,l,j,g,f,h,e,h
d,b,a,g,g,j,e,i,e,l,j
b,a,a,g,h,i,h,f,i,k,l
a,b,b,i,l,j,g,f,h,e,h
c,b,a,l,e,f,j,l,i,h,l
b,b,b,l,e,k,g,j,e,h,h
c,c,a,h,h,e,k,g,h,e,i
b,d,b,h,j,e,k,e,j,k,j
c,b,b,l,l,j,h,j,e,h,h
d,b,a,f,e,e,h,g,i,e,f
b,b,a,f,e,e,h,g,i,e,f
c,d,c,l,l,j,h,i,e,h,h
b,a,a,h,h,e,k,f,h,f,i
c,d,c,l,l,j,h,j,e,h,h
d,c,a,k,h,f,j,k,h,g,i
b,d,b,i,l,h,l,f,e,l,l
b,a,a,g,h,i,g,f,i,k,l
b,b,a,f,e,e,h,g,i,f,f
d,d,b,i,e,k,e,h,l,e,j
b,a,d,l,e,f,j,l,i,h,l
d,c,d,f,e,e,h,g,i,e,f
d,c,b,f,e,e,h,g,i,e,f
b,d,c,h,j,e,k,l,j,k,j
c,d,c,l,l,j,h,j,e,i,h
d,d,b,h,j,e,k,l,j,k,j
d,d,b,i,e,k,e,h,l,e,j
d,d,b,h,j,e,k,l,j,k,j
c,c,a,f,e,e,h,g,i,e,f
b,a,a,f,f,e,h,g,i,e,f
b,a,d,e,g,i,l,g,i,k,g
b,a,a,g,h,i,h,f,i,k,l
b,d,b,h,j,e,k,l,j,l,j
d,c,a,k,h,f,i,k,h,g,i
d,b,a,h,h,e,k,f,i,e,i
b,c,c,f,i,h,f,e,l,j,l
d,c,a,f,e,e,h,g,i,e,f
d,c,a,f,i,h,f,e,l,k,l
b,d,b,h,f,j,i,e,k,i,k
b,a,d,l,e,f,j,k,i,h,l
b,c,c,f,e,e,h,g,i,e,f
b,a,a,f,e,e,h,g,i,l,f
b,a,a,g,h,i,h,f,i,k,l
c,d,c,l,l,j,h,j,e,h,h
d,d,c,i,e,k,e,h,l,e,j
c,c,a,l,f,f,j,l,i,h,l
a,a,a,g,h,i,g,f,i,k,l
b,a,a,g,h,i,h,f,i,k,l
b,a,a,g,h,i,h,f,i,k,l
b,a,a,g,h,i,h,f,i,k,l
b,b,a,f,e,e,i,g,i,e,f
b,c,c,f,j,h,f,e,l,j,l
d,d,a,i,j,e,k,l,j,k,j
b,c,c,f,i,h,f,e,l,j,l
d,d,b,h,k,e,k,l,k,k,j
b,a,b,h,h,e,k,f,h,e,i
b,a,d,e,g,h,l,g,i,k,g
b,a,a,g,h,i,h,e,i,k,l
c,a,a,g,h,i,h,f,i,k,e
c,d,c,l,l,j,h,k,f,h,h
c,a,b,h,h,e,k,f,h,e,i
c,a,d,l,e,f,j,l,i,h,l
b,a,d,f,g,i,l,g,h,k,g
b,b,a,f,e,e,i,g,i,e,f
b,a,d,e,g,i,k,g,i,k,g
b,a,d,l,e,f,i,l,i,h,l
b,a,a,g,h,i,h,g,i,k,l
b,c,c,f,e,e,h,g,i,l,f
c,b,b,l,l,j,h,j,e,h,h
b,a,b,h,h,e,k,f,h,e,h
c,c,a,h,g,e,k,f,h,e,i
c,a,b,i,l,j,g,f,h,e,h
b,a,a,g,h,i,h,f,i,k,e
b,b,a,f,e,e,h,g,h,e,f
d,c,a,f,e,e,h,g,i,l,f
d,c,a,f,e,e,h,g,i,e,f
b,a,a,g,h,i,h,f,i,l,l
d,c,a,f,e,f,h,g,j,e,f
b,d,b,h,j,e,k,l,j,j,j
