% inputNoiseProbability: 0.1
% numNoisyOutputColumns: 0
% outputNoiseProbability: 0.1
% generator type: class toolkit.SyntheticDataGenerator$LimitedOutputsGenerator
% maxOutputVectorsPerInput: 3
% resultRows: 2000
% Number of inputs before adding noise (numInputsVectors): 20
% numOutputVectors = 20
% numInputVectors: 20
@RELATION 'synthetic: -c -4 '

@ATTRIBUTE x1	{a, b, c, d}
@ATTRIBUTE x2	{a, b, c, d}
@ATTRIBUTE x3	{a, b, c, d}
@ATTRIBUTE class1	{e, f}
@ATTRIBUTE class2	{e, f, g, h}
@ATTRIBUTE class3	{e, f, g, h, i, j, k, l}
@ATTRIBUTE class4	{e, f, g, h, i, j, k, l, m, n, o, p, q, r, s, t}

@DATA
a,d,b,e,e,l,t
a,b,d,e,f,l,e
a,a,c,f,h,i,q
d,d,b,f,e,l,e
a,d,c,e,h,g,h
a,c,d,e,g,f,q
d,a,c,e,h,i,q
d,a,c,f,h,i,r
d,b,c,f,f,e,o
a,d,d,e,f,j,l
b,b,d,e,h,f,h
b,a,c,f,h,i,r
b,b,d,e,e,l,t
a,d,d,e,f,g,o
b,d,c,e,f,h,t
d,b,a,e,f,k,p
d,b,a,e,f,k,p
a,a,b,e,g,h,n
a,b,d,e,f,l,e
d,b,d,e,f,k,p
b,b,d,f,e,l,f
a,c,d,e,g,f,q
b,d,c,f,h,i,q
b,d,c,e,f,g,j
c,d,a,e,g,h,t
a,d,d,e,g,g,o
a,a,c,f,h,i,q
d,b,d,f,f,k,q
c,d,d,f,h,i,q
a,b,d,e,f,k,p
b,b,d,e,h,g,i
a,d,d,f,f,i,l
b,d,a,e,g,g,o
b,b,d,e,h,g,i
a,d,d,e,g,g,o
a,d,d,f,e,l,f
c,d,a,e,g,g,o
d,a,c,f,h,i,q
b,a,c,f,h,i,q
b,b,d,e,h,g,i
b,c,c,e,f,g,j
d,c,b,e,f,l,e
c,d,a,e,g,f,o
b,d,c,f,h,i,q
a,a,c,f,h,i,q
d,a,c,f,h,i,q
c,d,d,f,g,f,h
d,a,c,f,h,j,q
b,a,a,f,f,k,q
c,c,d,e,h,i,q
a,c,d,f,e,k,f
c,d,d,e,g,h,t
c,d,a,f,f,f,h
c,d,b,e,g,g,o
a,c,d,f,e,l,f
c,d,a,f,f,g,h
d,b,d,e,g,k,p
a,c,d,f,e,l,f
c,a,a,e,f,k,q
a,a,b,e,g,h,n
a,c,d,f,e,l,f
d,d,a,e,g,h,t
b,d,d,e,f,k,p
b,b,d,e,h,g,i
b,b,d,f,e,l,f
c,d,a,e,g,h,t
d,b,c,e,f,k,p
c,d,a,e,g,g,o
b,b,d,e,h,g,i
c,c,c,f,h,i,q
c,d,a,e,g,h,o
a,c,d,f,e,l,n
a,d,c,e,f,l,e
a,c,d,e,e,l,f
c,d,a,f,e,f,h
b,a,b,f,h,i,q
c,d,a,f,g,h,t
d,b,b,f,e,l,n
d,d,b,e,f,e,e
d,a,c,f,h,i,q
d,b,c,f,f,e,o
a,a,c,f,h,i,q
d,b,c,f,e,l,n
c,d,a,e,g,g,o
a,c,d,f,e,l,n
c,d,a,e,f,f,h
a,b,d,e,f,l,e
d,d,b,e,f,l,e
a,d,d,f,f,i,l
c,a,a,e,g,h,t
c,c,d,f,h,i,q
c,c,a,e,g,g,o
a,b,d,f,f,l,e
c,b,d,e,h,g,i
b,c,d,e,g,h,t
a,a,c,f,h,i,q
c,c,d,e,h,g,i
c,b,d,e,h,g,h
c,d,a,e,g,h,t
b,a,c,f,h,i,q
b,a,a,e,f,k,p
c,d,b,f,f,f,h
d,b,c,e,e,l,n
a,d,b,e,g,h,n
a,b,d,e,f,l,e
d,b,d,e,f,k,p
b,d,c,e,g,h,t
b,b,d,f,e,l,f
a,b,d,e,f,l,e
c,d,a,f,f,f,g
a,c,d,f,e,l,n
c,d,d,f,f,f,h
b,a,c,f,h,i,q
a,b,d,e,e,l,e
a,b,d,e,f,e,e
a,a,a,f,g,h,n
a,b,d,f,e,l,f
b,a,a,e,f,k,p
b,a,a,e,f,k,p
c,c,d,e,e,l,t
c,c,d,e,h,g,i
c,d,d,e,e,l,t
d,d,b,e,f,l,e
c,d,a,f,f,f,h
c,d,a,f,f,f,h
c,c,a,e,g,g,o
b,b,d,e,h,g,i
a,d,d,e,f,i,l
b,a,a,e,f,k,p
d,b,c,e,f,k,o
c,d,a,f,f,f,g
d,b,c,f,f,k,p
a,c,d,e,e,l,n
d,c,d,e,e,l,f
b,d,c,e,g,h,t
b,a,a,e,g,k,p
d,c,d,f,e,k,t
b,a,a,e,f,k,p
a,d,c,e,g,g,o
c,a,a,f,g,h,t
a,a,b,e,e,l,t
b,d,c,e,g,g,t
d,a,c,f,h,i,q
a,c,d,f,e,l,f
c,d,b,f,g,h,t
d,d,c,f,f,j,k
c,d,a,e,g,g,o
c,d,a,e,g,g,o
d,b,c,e,f,k,p
d,b,c,e,f,k,p
d,b,d,e,f,k,p
a,a,c,f,h,i,q
a,a,c,f,e,l,s
b,b,d,e,h,g,i
b,a,d,e,f,k,p
c,d,a,e,g,g,o
c,d,a,e,f,f,h
b,b,c,f,h,i,q
b,b,d,e,h,g,i
a,c,d,e,g,f,q
a,d,c,e,h,g,i
a,d,d,e,g,g,o
c,d,d,e,e,l,t
a,b,d,e,e,e,e
d,a,c,e,h,i,q
a,c,d,e,g,g,q
a,a,c,e,h,i,q
d,a,c,f,h,i,q
d,c,d,f,h,i,p
b,a,a,e,f,k,q
c,b,b,e,f,k,p
d,a,c,f,h,h,q
c,c,d,f,h,i,q
a,a,c,f,h,i,q
d,b,c,f,e,l,n
b,d,a,e,g,h,t
a,c,d,e,g,f,q
b,a,c,f,g,i,p
d,b,d,e,f,k,p
d,b,c,e,f,e,o
b,c,a,f,f,f,h
a,c,c,f,e,l,f
b,b,d,f,e,l,f
b,b,d,e,h,g,i
d,a,c,e,f,e,o
d,c,a,f,e,l,f
b,a,c,f,h,h,q
a,b,d,f,f,l,e
a,a,c,f,h,i,q
a,a,b,e,h,i,q
a,d,d,e,f,i,l
c,c,d,e,h,g,i
d,a,c,f,f,j,k
c,a,a,f,f,f,h
b,c,d,e,g,g,i
a,a,b,f,h,i,q
d,d,b,f,f,l,e
d,d,b,e,f,l,e
a,b,b,e,g,h,n
a,c,d,f,e,l,f
b,d,c,e,f,g,j
b,a,a,e,f,k,p
a,b,d,e,h,g,i
a,a,c,f,h,i,r
a,c,d,f,e,l,n
b,a,c,f,h,h,q
a,a,b,e,g,h,n
a,a,c,f,h,i,q
a,b,c,e,f,l,f
c,c,b,e,g,g,o
a,a,b,e,e,l,t
c,c,a,f,g,h,s
b,a,c,f,h,i,q
b,b,d,f,e,l,f
b,a,a,e,f,k,p
a,a,c,f,h,i,q
b,c,d,e,h,g,i
a,a,b,e,f,l,t
b,a,b,e,g,h,n
b,a,a,e,f,k,p
d,a,c,f,h,i,q
d,b,b,f,f,e,o
a,c,d,f,e,l,f
a,d,c,f,h,i,q
d,b,d,e,f,k,p
c,d,a,e,g,g,o
c,d,a,f,e,f,h
d,b,d,e,f,k,q
a,a,b,e,e,l,t
c,d,a,e,g,h,t
d,b,a,e,f,k,o
d,b,c,f,f,f,o
d,a,c,f,h,j,q
d,c,c,f,e,l,n
d,b,d,e,f,k,p
a,a,b,f,e,l,t
a,a,c,f,h,i,q
b,c,d,f,e,l,g
b,c,d,e,g,f,q
a,a,b,e,e,l,t
b,a,a,f,h,g,i
d,c,c,f,f,k,p
a,a,b,f,e,l,t
c,c,c,e,h,g,i
c,d,a,e,f,f,g
c,d,a,e,g,g,o
c,d,a,f,f,f,h
c,d,b,e,g,h,t
c,d,a,f,f,f,h
c,c,d,e,h,i,q
b,a,c,e,h,i,q
b,a,a,e,f,k,p
a,a,b,e,e,l,t
c,c,d,e,h,g,i
b,d,a,e,g,g,o
a,a,b,e,e,l,t
c,d,a,e,g,g,o
a,b,d,f,e,l,f
c,d,b,e,g,h,t
a,c,d,e,e,l,f
d,b,d,f,f,j,p
c,d,a,e,g,g,o
a,b,d,e,e,l,n
a,b,d,f,g,i,r
a,c,d,f,e,l,f
b,b,d,e,f,l,f
a,c,c,f,e,l,f
c,c,d,f,h,i,q
d,b,c,f,f,e,o
a,b,d,e,f,l,e
b,a,c,f,h,i,q
c,d,a,f,f,f,h
b,d,c,e,h,g,i
a,c,d,f,e,l,f
a,b,d,e,f,l,e
c,d,d,f,h,i,q
c,b,c,f,e,l,n
d,b,c,f,h,i,q
b,b,d,f,f,l,f
b,b,d,e,h,g,i
a,d,d,e,g,g,o
c,a,a,f,f,f,h
c,d,a,f,f,f,h
a,d,d,e,g,g,o
c,d,a,f,h,h,t
a,a,b,f,g,h,n
a,a,a,e,f,k,p
b,a,c,f,h,i,q
b,b,d,e,h,g,i
b,a,c,f,h,i,q
a,d,d,e,f,i,l
c,b,c,f,f,e,o
a,a,d,f,h,i,q
a,b,d,e,f,l,e
a,c,d,f,e,l,n
a,a,d,e,f,l,e
a,c,d,f,e,l,n
c,d,a,e,g,h,t
b,a,c,f,h,i,q
a,d,d,e,g,g,p
a,b,d,e,f,e,e
b,b,d,e,h,g,i
a,b,c,f,h,h,q
c,d,d,f,e,j,q
a,a,c,e,h,i,q
b,b,d,f,e,e,f
c,c,d,f,h,i,q
c,d,d,f,h,i,q
d,d,b,e,f,l,e
b,a,d,e,f,k,p
a,c,d,f,e,l,n
a,c,d,e,f,k,e
a,a,c,f,h,i,q
b,a,a,e,f,k,p
c,d,a,f,f,f,h
c,d,d,f,h,i,q
d,d,a,e,f,l,e
a,d,c,e,h,i,q
b,b,d,e,f,l,e
a,a,a,e,e,l,t
d,a,c,f,h,i,q
d,b,d,e,f,k,p
b,d,c,e,f,h,t
c,d,a,e,g,h,t
d,d,b,f,f,l,e
c,c,d,f,h,i,p
b,a,a,e,f,k,p
a,a,b,e,e,l,t
a,d,b,e,e,l,e
b,b,d,e,h,g,i
d,b,d,e,f,k,p
a,b,d,f,e,l,f
d,d,b,e,f,e,e
d,a,c,f,f,j,k
c,d,a,e,h,h,t
c,c,d,e,h,h,i
b,a,d,f,h,i,q
d,a,d,e,f,k,p
c,d,d,f,h,i,q
b,a,a,f,f,k,p
c,c,d,f,h,i,q
b,a,a,e,f,k,p
c,d,a,e,g,g,o
a,a,b,e,e,l,t
d,b,d,e,f,k,p
a,c,d,f,e,e,f
a,a,b,e,g,h,o
c,d,d,f,h,i,q
d,a,c,f,f,e,o
a,c,d,e,g,g,p
a,c,d,e,e,l,f
a,c,d,f,h,l,n
b,b,d,e,h,g,i
d,d,b,e,e,l,e
a,d,c,f,h,i,q
b,b,d,e,h,g,i
b,c,c,e,f,g,j
b,c,d,f,e,l,n
d,b,c,e,f,l,p
c,d,d,f,h,i,q
b,b,d,e,h,h,i
a,d,d,e,f,i,l
a,a,b,e,e,l,t
b,a,c,f,h,i,q
b,a,c,f,h,i,q
d,b,d,e,f,k,p
b,b,d,e,e,l,t
d,d,a,e,g,g,n
b,d,c,e,f,g,j
b,a,a,e,f,k,p
c,c,d,f,h,i,q
d,d,b,e,f,l,e
a,a,b,e,e,l,t
c,d,a,e,f,f,h
c,d,d,e,g,h,e
a,c,c,f,e,l,f
d,b,d,e,f,j,p
c,d,d,e,e,l,t
a,d,d,e,f,i,l
a,b,d,e,h,g,i
c,c,d,f,h,i,q
b,b,d,e,h,g,i
b,b,d,e,h,g,i
c,d,d,f,h,j,q
b,c,d,e,h,h,i
d,a,c,f,f,j,k
c,d,a,e,g,h,t
b,b,d,e,h,g,j
d,b,a,e,f,k,p
c,d,d,e,g,h,e
c,c,d,f,g,i,q
b,b,d,f,e,l,f
a,d,d,e,g,g,o
d,d,b,e,f,l,e
a,d,a,f,h,i,q
c,c,d,f,h,i,q
d,a,c,f,h,i,q
b,b,d,e,h,g,h
c,d,a,e,g,h,t
d,b,b,e,f,k,p
d,a,c,f,h,i,q
b,b,d,e,h,g,i
a,d,d,e,g,g,o
a,a,a,e,e,l,t
a,d,d,f,h,i,q
b,d,a,f,g,h,t
a,a,c,f,h,j,q
a,b,d,e,f,l,e
d,b,c,e,f,k,p
a,b,d,e,f,l,e
b,d,a,e,g,g,o
a,a,c,f,e,h,q
c,d,d,f,e,l,t
a,d,c,e,h,g,i
c,a,b,f,f,f,h
a,c,d,f,e,l,n
a,c,d,f,e,l,n
d,d,b,e,f,l,e
a,c,d,f,e,l,e
c,c,d,f,h,i,r
a,d,d,e,g,g,n
c,d,d,e,f,h,t
c,d,d,f,h,i,q
d,d,d,e,g,h,t
a,b,b,e,e,l,t
d,b,c,e,f,k,p
c,d,b,f,e,f,i
c,c,d,e,h,h,q
c,d,a,e,g,h,t
d,b,c,e,f,k,p
d,a,c,f,h,i,q
d,b,c,e,f,k,p
a,b,d,e,f,l,e
c,d,a,f,f,e,h
a,a,c,f,h,i,q
a,c,d,f,e,k,e
c,d,a,f,f,f,h
d,d,b,e,f,l,e
a,c,d,f,e,l,n
b,a,a,e,e,k,p
a,c,d,e,g,f,q
b,b,d,f,h,g,i
d,b,c,f,f,e,o
b,a,d,e,f,k,p
c,d,d,f,h,i,q
b,a,c,f,h,i,q
a,a,d,e,f,i,l
a,c,d,f,e,l,f
a,c,d,f,f,e,g
a,c,d,e,g,f,q
a,a,d,e,f,i,l
b,a,a,e,f,k,p
d,b,d,e,f,k,p
a,a,c,f,h,i,q
a,b,d,e,f,l,e
a,d,c,f,h,h,q
c,d,a,e,g,h,t
d,a,c,f,f,j,k
a,a,b,f,h,i,q
d,d,a,f,g,i,t
b,a,a,e,g,k,p
a,a,c,f,h,i,q
a,c,d,e,g,f,q
a,a,c,f,h,j,q
d,b,c,f,f,e,o
b,b,d,e,f,e,e
a,c,d,e,g,f,q
c,c,d,f,h,i,q
b,a,c,f,h,i,q
d,a,c,f,f,j,k
a,a,b,e,e,l,e
d,d,b,e,f,l,e
d,d,b,e,f,e,e
b,d,a,e,f,k,p
d,b,d,e,f,k,p
a,a,c,e,f,l,e
d,b,d,f,h,j,q
b,a,c,f,e,i,q
b,a,c,f,h,i,q
b,a,a,e,f,k,p
d,b,c,f,f,f,p
c,d,a,e,g,h,e
d,b,c,e,f,k,o
c,d,a,e,g,g,o
c,d,a,e,f,f,h
d,b,b,e,f,k,p
a,d,b,f,e,j,q
a,d,d,f,h,i,q
d,c,d,f,h,i,q
a,c,d,e,g,f,r
c,d,a,e,g,h,t
c,c,c,e,f,k,p
b,b,d,e,f,l,e
b,a,a,e,f,k,p
c,d,a,f,f,f,h
a,d,d,f,h,h,q
a,c,d,f,f,e,f
c,d,a,e,g,h,t
d,c,d,f,e,l,n
a,b,c,e,g,i,r
a,a,b,e,g,h,n
d,a,c,e,f,j,k
a,d,d,f,e,l,f
c,d,a,e,g,g,o
c,d,a,e,g,h,t
b,d,a,f,f,f,h
b,a,a,e,f,k,p
b,a,c,f,h,i,q
a,a,c,f,h,i,q
a,b,d,e,f,l,e
d,d,b,e,f,k,e
a,b,d,e,g,i,r
a,c,d,f,e,l,f
a,c,d,e,f,l,e
b,a,a,e,e,l,t
a,c,d,e,g,f,q
a,c,d,f,e,l,f
a,b,d,e,f,l,e
b,d,d,e,h,i,q
a,b,d,e,f,l,f
c,d,b,e,g,h,t
d,c,d,e,g,f,q
d,b,d,e,f,k,p
c,c,c,f,h,g,i
d,a,d,e,f,j,p
a,c,d,e,g,f,q
b,d,c,e,f,g,j
a,a,b,f,f,h,n
b,b,c,f,h,i,q
c,d,a,f,g,g,o
c,d,a,e,g,g,o
a,a,b,e,e,l,t
c,a,a,f,f,f,h
a,c,d,f,g,f,q
a,b,d,e,f,l,e
a,a,b,e,e,l,t
a,d,c,e,h,g,i
b,d,c,e,g,g,t
a,b,d,f,e,l,f
b,a,a,e,f,k,p
d,b,c,e,f,k,p
c,d,a,e,g,h,t
c,d,d,e,g,g,o
b,a,a,e,f,k,p
a,b,d,e,f,l,e
a,d,d,f,h,i,q
a,c,a,f,e,l,g
c,c,d,f,h,i,q
c,c,d,f,h,i,q
b,c,d,e,g,f,r
a,b,d,e,g,f,q
b,b,d,e,h,g,i
c,c,d,f,h,i,r
a,b,d,e,f,l,e
d,d,b,e,f,l,e
b,d,c,f,h,i,q
a,a,b,e,g,h,n
a,d,c,f,f,i,l
a,b,d,e,f,l,e
a,c,d,e,g,f,q
b,a,a,e,f,k,p
c,d,a,f,g,g,o
d,a,d,f,h,i,q
b,a,c,f,h,i,r
c,c,a,f,f,f,h
c,c,c,f,h,i,q
a,d,a,e,f,i,l
d,b,c,f,f,e,o
d,b,c,e,f,k,p
a,a,c,f,h,i,q
b,a,d,e,h,g,i
a,d,d,e,f,j,l
d,b,d,e,f,l,e
a,b,d,e,g,e,q
a,b,d,e,f,l,e
c,a,a,e,g,g,o
a,c,d,f,e,k,f
a,d,b,e,e,l,t
d,d,b,e,f,l,e
b,b,c,e,h,g,i
a,d,d,e,f,i,l
a,d,d,e,g,g,o
b,b,c,f,h,i,q
d,a,c,f,h,i,q
b,b,d,e,h,g,i
a,a,b,f,g,h,n
b,d,c,e,f,g,j
b,a,a,e,f,k,p
b,b,d,f,e,l,f
d,b,d,e,f,k,p
b,b,d,f,h,f,i
b,d,c,e,g,i,t
d,a,c,f,f,j,k
b,d,c,f,f,g,j
b,b,d,e,h,g,i
b,a,a,f,f,k,p
b,b,a,e,h,g,i
d,d,a,e,g,g,o
c,d,b,e,f,f,h
b,b,d,f,e,l,f
b,a,a,e,f,k,p
d,b,c,e,f,k,p
b,b,d,e,h,g,i
d,b,a,e,f,k,p
b,a,c,e,h,i,q
b,b,d,e,h,g,i
b,b,c,f,h,i,q
c,d,a,e,g,g,n
c,c,d,e,h,g,i
a,a,b,e,g,h,n
a,b,a,e,f,l,e
c,d,a,e,f,g,o
a,c,d,e,e,l,f
d,d,b,e,f,l,e
b,b,d,f,h,g,i
d,b,c,f,f,e,o
b,b,d,e,e,g,i
a,b,d,e,f,l,e
c,d,a,f,f,f,h
c,d,a,e,g,h,e
b,d,a,e,f,k,p
c,c,d,f,h,i,q
a,d,d,f,h,i,q
a,d,c,e,g,h,t
a,c,d,f,g,f,q
b,d,c,e,g,g,t
c,d,a,e,g,h,t
a,b,d,e,f,k,p
c,d,a,f,f,f,h
b,d,c,e,f,g,j
a,a,c,f,h,i,q
c,c,c,e,f,l,f
c,d,d,e,e,l,t
b,a,b,e,e,l,t
b,a,a,e,f,k,p
b,b,c,e,h,g,i
b,b,d,f,g,f,i
d,a,c,f,f,j,k
b,b,d,e,h,g,h
a,a,c,f,h,i,q
d,a,c,f,f,j,k
c,c,d,e,h,l,t
b,b,d,e,e,g,i
c,c,a,f,e,f,h
a,b,d,e,f,l,e
c,d,a,f,f,f,h
c,d,c,f,h,i,q
b,b,d,f,g,g,i
b,b,d,e,h,g,i
a,c,d,f,e,e,f
a,c,d,e,e,l,m
a,c,d,f,h,l,n
c,d,d,e,g,g,o
a,c,d,f,e,e,n
a,d,d,e,g,i,l
c,c,d,e,h,i,q
d,a,c,e,f,j,k
a,b,d,e,f,l,e
b,b,d,f,e,l,f
a,b,d,e,f,k,p
d,a,c,f,h,i,q
a,c,d,f,e,l,f
d,b,d,e,f,k,p
b,d,c,e,h,g,i
b,b,d,e,g,g,i
c,d,a,e,g,g,o
c,c,d,f,h,i,p
a,c,d,f,e,l,f
b,c,d,f,h,i,p
c,c,d,f,h,i,r
b,b,d,e,e,g,i
b,a,c,f,h,i,q
c,c,d,e,h,g,i
b,a,a,e,f,k,p
d,a,c,f,h,i,q
a,c,d,e,g,f,q
b,a,c,e,f,h,t
c,d,d,e,g,i,t
d,c,d,f,e,l,n
d,b,d,f,f,l,e
b,c,d,f,h,i,q
b,a,c,f,h,i,q
d,d,b,f,f,l,f
c,d,d,f,f,f,h
c,d,a,f,f,e,h
d,b,c,f,e,l,n
c,d,d,f,f,f,h
c,c,c,f,h,i,p
a,a,d,e,g,g,o
b,d,c,f,h,i,q
d,b,d,e,g,g,i
d,d,a,f,g,h,e
b,b,d,e,e,k,f
d,b,b,e,f,k,p
c,d,a,f,f,f,h
a,c,d,f,e,k,f
a,d,d,f,h,i,q
a,c,d,e,e,l,n
d,b,b,e,f,k,q
d,a,c,f,h,i,q
a,c,d,f,e,l,f
c,d,a,f,g,h,t
c,d,d,f,h,i,r
b,a,a,f,f,k,p
b,a,a,e,f,k,p
c,d,a,f,f,f,h
d,b,d,e,f,k,p
a,c,d,f,e,l,f
a,b,d,f,f,l,f
b,a,a,e,f,k,p
d,a,c,f,g,i,q
b,a,c,f,h,h,q
d,b,c,f,f,k,p
b,b,c,f,h,l,t
b,d,c,e,h,h,i
b,b,c,f,h,i,q
c,d,a,f,g,h,e
c,d,a,e,g,h,t
a,c,d,e,g,f,q
c,b,d,e,h,g,i
d,b,d,f,f,e,o
c,d,a,e,g,g,o
b,d,d,e,f,g,j
c,d,a,e,f,g,o
d,b,b,f,e,l,n
b,c,c,e,g,h,t
a,a,c,f,h,i,q
d,d,b,e,f,l,e
d,b,d,e,f,k,p
c,c,d,e,h,f,i
d,b,d,e,e,k,p
a,b,d,e,f,k,e
c,d,a,e,g,h,o
c,c,d,f,h,i,q
b,b,d,e,h,g,i
b,b,d,e,h,g,h
b,a,a,e,f,k,p
d,c,d,e,f,k,p
b,d,c,e,h,h,t
b,b,d,f,e,l,f
a,a,c,f,h,i,q
a,c,d,f,e,l,n
a,c,d,f,e,l,g
a,a,b,e,e,k,t
b,b,d,f,e,e,g
a,c,d,f,e,k,n
d,b,c,e,f,l,p
a,d,c,e,f,i,l
b,b,d,e,h,g,i
d,b,c,e,f,k,p
a,c,d,f,e,l,f
c,c,d,e,h,g,h
a,a,b,e,g,h,n
b,a,c,f,h,i,q
a,c,d,e,f,l,e
a,b,d,f,e,l,n
b,a,c,f,h,j,q
a,d,d,e,g,j,l
a,c,d,e,h,f,q
c,a,a,e,g,g,o
a,d,d,e,g,g,o
c,d,a,e,g,h,t
c,d,d,e,h,i,q
a,c,d,e,g,i,l
a,b,d,e,f,e,e
b,b,a,e,h,g,i
d,b,c,f,f,e,o
d,d,d,f,h,i,q
c,c,d,e,h,i,q
b,a,a,e,f,k,o
b,a,c,e,g,h,n
d,b,d,e,f,k,o
a,b,d,f,f,k,e
c,d,a,e,g,f,o
a,a,c,f,h,i,q
b,b,d,e,h,g,i
b,b,c,e,h,g,i
c,b,c,f,f,e,o
b,a,d,f,e,l,g
a,b,d,e,f,k,p
a,c,d,e,f,l,e
d,b,c,f,e,k,n
a,d,c,f,g,g,o
a,b,c,e,g,l,e
d,b,d,e,f,k,p
b,b,d,f,h,g,i
c,d,a,e,g,g,o
d,c,d,f,h,h,q
a,b,c,f,e,k,p
b,a,a,e,f,k,p
b,b,d,e,e,l,t
d,c,d,e,e,l,f
a,a,c,e,h,i,q
d,a,c,f,f,k,k
a,c,d,f,e,l,f
a,d,d,f,h,i,q
a,c,d,f,e,l,f
b,b,d,e,h,h,j
c,d,a,e,g,g,s
d,a,c,f,e,i,q
c,d,a,f,f,f,h
d,b,c,f,f,e,o
b,b,d,e,h,g,j
d,b,d,f,f,k,p
b,b,d,e,g,g,j
a,c,d,f,e,l,f
b,b,d,e,f,l,e
b,b,a,e,h,f,i
b,b,d,e,h,h,i
b,c,d,e,g,e,q
a,c,d,e,f,f,p
a,b,d,e,f,l,e
c,c,d,f,h,i,q
a,d,b,e,f,l,e
a,a,b,e,e,l,t
b,b,d,e,h,f,i
a,a,c,e,g,h,n
c,d,d,f,g,h,t
c,b,d,e,h,f,i
a,c,d,f,e,e,f
a,d,d,e,g,g,o
c,d,d,f,f,f,i
d,c,b,e,f,l,e
b,d,c,e,h,f,i
b,a,a,e,f,k,p
a,a,b,e,g,h,n
a,a,d,e,f,i,l
b,d,c,f,h,g,i
c,c,d,f,h,i,q
c,d,a,e,g,g,t
b,d,c,f,g,g,j
b,c,d,e,h,g,i
b,d,d,e,f,i,l
b,d,c,f,h,i,q
d,d,b,e,f,l,f
d,b,d,e,f,k,p
b,b,d,e,h,g,i
d,a,c,f,f,j,k
c,d,a,e,g,h,t
b,d,c,f,g,h,t
c,d,a,e,g,h,t
a,a,c,e,h,i,p
a,a,a,e,e,l,t
b,b,d,f,h,g,i
c,d,a,e,g,h,t
a,c,d,f,e,l,f
b,a,c,f,h,i,q
a,b,d,e,e,l,e
a,a,c,e,h,i,q
b,d,c,e,g,h,t
c,c,a,e,f,f,h
d,a,c,f,f,j,k
d,b,a,e,f,k,p
b,b,c,e,h,g,i
d,a,b,e,f,l,e
c,d,c,f,h,i,q
b,a,a,e,f,k,p
b,a,a,f,g,l,p
b,b,d,e,h,g,i
a,a,c,f,h,i,q
d,a,c,f,f,k,k
b,b,d,e,h,g,i
d,b,c,f,f,e,o
b,b,d,e,h,g,i
d,d,b,e,f,l,e
d,b,d,f,f,k,p
a,a,c,f,h,i,q
b,b,d,e,h,g,i
d,b,b,f,e,l,n
d,b,d,e,g,k,p
c,d,d,f,g,h,t
c,a,a,f,f,f,h
d,b,d,e,f,j,p
c,d,a,f,f,f,h
b,b,d,f,h,g,i
b,b,d,e,e,l,f
d,b,d,e,f,j,p
a,c,d,f,f,l,e
a,a,c,f,h,i,q
a,c,d,f,g,f,q
d,b,c,f,f,e,o
a,a,c,f,h,i,q
d,d,b,e,f,l,e
a,c,d,f,e,l,g
